Izvestaj o ispitivanju materijala u mehanickoj laboratoriji.
- Broj izvestaja:	3       
- Broj uzorka:		          
- Polazni kvalitet:	                    
- Nazivna debljina:	0.190 
- Debljina a:		0.191 
- Sirina b:		12.560 
- Duzina L0:		50.000  
- Povrsina S0:		2.39896       
- Sarza:		        
- Datum ispitivanja:	13:10:2008
- Vreme ispitivanja:	12:7:4
- Operater:		                         
- Opseg:		0       
- Broj zapisa:		14060     
Sila	a
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12840	595100
-12840	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12840	595100
-12840	595100
-12840	595100
-12840	595100
-12840	595100
-12840	595100
-12840	595100
-12840	595100
-12960	595100
-12960	595100
-12840	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12840	595100
-12840	595100
-12840	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595100
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
-12840	595050
-12840	595050
-12840	595050
-12960	595050
-12960	595050
